,acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,reference,art,geog,buyer,training
27700,37701,M,MD,21228,212,61,27,75,297,372,6,2,0,0,1,0,1,2,no,1
27701,37702,M,NY,11211,112,21,13,47,232,279,4,0,1,2,0,0,1,0,no,1
27702,37703,F,PA,19446,194,13,9,29,84,113,2,0,1,0,0,0,0,1,no,0
27703,37704,M,NJ,7747,774,21,9,68,257,325,6,1,1,0,1,1,2,0,yes,1
27704,37705,M,NY,10983,109,15,11,27,181,208,2,0,0,1,0,1,0,0,no,0
27705,37706,F,NY,11385,113,17,11,25,229,254,2,0,0,2,0,0,0,0,no,0
27706,37707,F,NJ,7012,701,15,15,15,264,279,1,0,0,0,1,0,0,0,no,0
27707,37708,F,NJ,8062,806,55,27,55,228,283,5,2,0,2,0,1,0,0,no,1
27708,37709,F,PA,19067,190,27,27,15,144,159,1,0,1,0,0,0,0,0,no,0
27709,37710,F,NY,11581,115,77,9,150,278,428,12,0,1,4,0,0,6,1,yes,1
27710,37711,M,MA,1201,120,11,11,15,23,38,1,0,0,0,0,0,1,0,no,1
27711,37712,F,NY,11554,115,3,3,15,126,141,1,0,0,1,0,0,0,0,no,1
27712,37713,F,NY,10024,100,9,9,15,84,99,1,0,0,0,0,0,1,0,no,1
27713,37714,F,NJ,8226,822,31,31,15,56,71,1,0,0,1,0,0,0,0,no,1
27714,37715,F,PA,19148,191,41,5,121,193,314,10,3,0,4,0,1,0,2,no,1
27715,37716,F,NY,10701,107,5,3,29,69,98,2,0,0,0,0,1,0,1,no,0
27716,37717,F,NY,10710,107,39,31,24,232,256,2,1,1,0,0,0,0,0,no,1
27717,37718,M,NY,12603,126,21,21,15,165,180,1,0,0,0,0,0,0,1,no,1
27718,37719,F,PA,19610,196,23,9,39,294,333,3,0,0,1,0,0,0,2,no,0
27719,37720,F,NJ,8070,807,55,23,87,58,145,7,1,0,0,2,1,1,2,no,0
27720,37721,M,PA,19146,191,13,13,15,119,134,1,0,0,0,1,0,0,0,no,1
27721,37722,F,NY,12545,125,9,5,27,95,122,2,1,0,0,0,1,0,0,no,0
27722,37723,M,PA,17846,178,55,13,127,166,293,11,0,1,6,2,1,0,1,no,1
27723,37724,M,PA,19040,190,15,7,25,292,317,2,1,0,1,0,0,0,0,no,1
27724,37725,F,PA,19406,194,13,13,15,56,71,1,0,1,0,0,0,0,0,no,1
27725,37726,F,NJ,7739,773,21,21,15,155,170,1,0,0,0,0,0,1,0,no,0
27726,37727,F,DC,20011,200,9,9,15,156,171,1,0,1,0,0,0,0,0,no,1
27727,37728,F,NY,12065,120,9,3,25,92,117,2,0,0,2,0,0,0,0,no,1
27728,37729,M,PA,19130,191,9,1,25,96,121,2,0,0,2,0,0,0,0,no,0
27729,37730,F,MA,2048,204,41,5,128,151,279,11,3,1,2,0,1,1,3,yes,0
27730,37731,F,DE,19709,197,63,11,141,261,402,12,0,2,5,1,2,0,2,no,1
27731,37732,F,MA,2368,236,49,25,93,144,237,8,2,1,0,2,1,1,1,no,1
27732,37733,F,NH,3049,304,13,11,28,300,328,2,0,0,0,0,1,1,0,no,1
27733,37734,M,NY,10804,108,3,3,15,188,203,1,0,0,0,0,0,1,0,no,0
27734,37735,M,MA,2180,218,35,1,82,82,164,7,1,1,2,0,0,2,1,yes,1
27735,37736,M,MD,21224,212,23,21,28,207,235,2,0,1,0,0,0,1,0,no,1
27736,37737,M,PA,19117,191,27,9,50,178,228,4,1,0,1,1,0,0,1,yes,1
27737,37738,F,PA,19067,190,57,33,61,123,184,6,1,2,3,0,0,0,0,no,1
27738,37739,M,NJ,7512,751,21,9,44,39,83,4,2,0,1,1,0,0,0,no,0
27739,37740,F,NY,14530,145,13,13,15,257,272,1,1,0,0,0,0,0,0,no,1
27740,37741,M,PA,15626,156,55,7,128,226,354,12,4,1,4,0,1,0,2,no,1
27741,37742,M,DE,19809,198,75,13,122,89,211,11,4,1,2,1,0,0,3,no,0
27742,37743,F,NY,10591,105,47,13,91,58,149,8,2,0,1,3,0,0,2,no,0
27743,37744,F,DC,20016,200,49,15,142,88,230,12,4,1,2,1,0,1,3,no,1
27744,37745,F,MD,21104,211,5,1,29,192,221,2,0,0,0,0,1,0,1,no,1
27745,37746,F,NY,11367,113,3,3,15,35,50,1,1,0,0,0,0,0,0,no,1
27746,37747,F,NJ,8752,875,29,25,29,172,201,2,1,0,0,0,0,0,1,no,0
27747,37748,F,NY,11370,113,5,5,15,165,180,1,1,0,0,0,0,0,0,no,1
27748,37749,F,PA,18017,180,7,7,15,49,64,1,0,1,0,0,0,0,0,no,0
27749,37750,M,NY,11581,115,17,17,15,184,199,1,0,0,0,0,1,0,0,no,1
27750,37751,F,NY,10509,105,5,5,15,294,309,1,0,1,0,0,0,0,0,no,0
27751,37752,F,NY,14207,142,13,13,15,51,66,1,1,0,0,0,0,0,0,no,1
27752,37753,M,PA,19146,191,33,27,25,216,241,2,1,0,1,0,0,0,0,no,1
27753,37754,M,NY,14006,140,81,15,129,217,346,12,3,1,3,3,1,0,1,no,0
27754,37755,M,NY,11710,117,43,9,152,51,203,12,0,0,3,3,2,1,3,no,0
27755,37756,F,PA,18969,189,11,11,15,121,136,1,1,0,0,0,0,0,0,no,1
27756,37757,F,NJ,8030,803,31,31,15,204,219,1,0,0,1,0,0,0,0,no,0
27757,37758,F,NJ,7078,707,31,25,28,155,183,2,0,0,0,0,1,1,0,no,1
27758,37759,F,RI,2814,281,11,7,29,104,133,2,0,0,0,1,0,0,1,no,1
27759,37760,M,NY,10704,107,39,19,72,266,338,6,2,0,1,1,0,0,2,no,1
27760,37761,F,MD,21044,210,43,15,68,298,366,6,1,2,1,0,1,0,1,no,1
27761,37762,F,NJ,7733,773,5,5,15,57,72,1,1,0,0,0,0,0,0,no,0
27762,37763,F,ME,4539,453,45,5,125,322,447,11,4,1,2,1,1,1,1,no,1
27763,37764,M,NJ,7730,773,21,15,25,72,97,2,0,0,2,0,0,0,0,no,1
27764,37765,F,NJ,8260,826,11,11,15,121,136,1,0,1,0,0,0,0,0,no,1
27765,37766,F,NJ,7946,794,9,9,15,166,181,1,0,1,0,0,0,0,0,yes,1
27766,37767,F,MD,20816,208,3,3,15,146,161,1,1,0,0,0,0,0,0,no,1
27767,37768,F,NY,11024,110,13,13,15,85,100,1,0,0,0,0,0,0,1,no,0
27768,37769,M,NY,11758,117,31,9,95,194,289,9,4,2,0,0,2,0,1,no,0
27769,37770,M,DE,19711,197,59,27,85,143,228,7,2,0,1,1,0,1,2,no,1
27770,37771,F,NY,11561,115,3,3,15,158,173,1,0,0,1,0,0,0,0,no,0
27771,37772,M,NY,13760,137,29,13,85,269,354,7,0,1,1,1,0,3,1,yes,0
27772,37773,F,MA,2332,233,29,21,25,34,59,2,0,1,1,0,0,0,0,no,0
27773,37774,F,NY,11793,117,15,15,15,36,51,1,0,0,0,0,0,1,0,no,1
27774,37775,F,MD,20706,207,45,13,87,99,186,8,2,0,3,2,0,0,1,no,1
27775,37776,F,MA,2136,213,11,5,29,58,87,2,0,0,0,1,0,0,1,no,1
27776,37777,F,MD,20706,207,53,15,79,138,217,7,1,0,3,2,0,0,1,no,1
27777,37778,F,NJ,7052,705,11,11,15,298,313,1,0,0,1,0,0,0,0,no,0
27778,37779,F,MD,21217,212,5,5,15,144,159,1,0,0,0,0,0,0,1,no,1
27779,37780,F,PA,19152,191,13,7,39,209,248,3,1,0,1,0,0,0,1,no,0
27780,37781,F,NY,11717,117,39,33,26,57,83,2,0,0,1,1,0,0,0,no,1
27781,37782,M,NJ,8820,882,39,13,103,120,223,9,2,0,2,1,0,1,3,yes,1
27782,37783,F,NY,12601,126,21,17,25,271,296,2,0,1,1,0,0,0,0,no,1
27783,37784,F,NJ,7874,787,13,13,15,287,302,1,0,0,0,1,0,0,0,no,1
27784,37785,M,NY,10950,109,39,13,56,257,313,5,1,1,2,0,0,0,1,no,0
27785,37786,F,PA,19095,190,15,15,15,128,143,1,0,0,1,0,0,0,0,yes,1
27786,37787,F,PA,19335,193,15,15,15,1,16,1,1,0,0,0,0,0,0,no,1
27787,37788,F,NJ,8648,864,17,13,28,121,149,2,0,0,1,0,0,1,0,no,0
27788,37789,M,DE,19713,197,33,11,50,204,254,4,0,0,2,1,0,0,1,no,1
27789,37790,M,MD,21030,210,23,7,77,257,334,7,3,0,3,1,0,0,0,no,1
27790,37791,M,CT,6606,660,33,31,23,129,152,2,2,0,0,0,0,0,0,no,0
27791,37792,M,PA,19151,191,23,3,74,294,368,7,2,0,3,1,1,0,0,no,0
27792,37793,F,NJ,8691,869,25,19,29,158,187,2,0,0,0,1,0,0,1,no,1
27793,37794,F,CT,6106,610,5,5,15,112,127,1,0,0,1,0,0,0,0,no,1
27794,37795,F,NY,11214,112,5,3,29,85,114,2,1,0,0,0,0,0,1,no,1
27795,37796,M,DC,20017,200,31,17,78,57,135,6,0,0,0,1,2,0,3,no,1
27796,37797,F,NY,12095,120,21,13,28,259,287,2,0,0,0,1,0,1,0,no,1
27797,37798,M,NY,10025,100,63,11,122,254,376,11,3,1,3,0,1,2,1,yes,0
27798,37799,F,NY,11710,117,13,11,28,192,220,2,0,0,1,0,0,1,0,no,1
27799,37800,F,NJ,8080,808,9,3,28,174,202,2,1,0,0,0,0,1,0,no,1
27800,37801,F,NY,11362,113,7,5,28,257,285,2,0,0,0,1,0,1,0,no,0
27801,37802,F,NY,11215,112,11,7,25,101,126,2,0,0,2,0,0,0,0,no,0
27802,37803,F,PA,19150,191,77,19,107,170,277,10,6,1,1,0,0,2,0,no,1
27803,37804,F,PA,19020,190,1,1,15,187,202,1,1,0,0,0,0,0,0,no,0
27804,37805,F,NJ,7006,700,23,11,48,58,106,4,0,0,3,0,0,1,0,no,1
27805,37806,F,NJ,7042,704,1,1,15,201,216,1,0,0,1,0,0,0,0,no,1
27806,37807,F,NJ,7950,795,5,5,15,32,47,1,1,0,0,0,0,0,0,no,1
27807,37808,F,NJ,7065,706,25,9,45,54,99,4,3,0,0,0,0,0,1,no,1
27808,37809,F,CT,6776,677,15,7,27,209,236,2,1,0,0,0,1,0,0,no,1
27809,37810,M,NY,14607,146,13,7,25,33,58,2,0,1,1,0,0,0,0,no,1
27810,37811,M,MA,2062,206,1,1,15,240,255,1,0,0,0,0,1,0,0,no,1
27811,37812,F,NY,11716,117,33,29,26,174,200,2,0,0,1,1,0,0,0,no,0
27812,37813,M,NJ,7027,702,35,7,75,222,297,7,3,1,1,0,1,1,0,no,0
27813,37814,F,NY,11230,112,5,3,25,227,252,2,0,0,2,0,0,0,0,no,0
27814,37815,F,NJ,8618,861,1,1,15,267,282,1,0,0,0,0,0,1,0,yes,0
27815,37816,M,NY,11010,110,41,19,45,221,266,4,0,1,1,2,0,0,0,no,1
27816,37817,M,PA,15637,156,51,29,92,238,330,8,2,0,4,0,1,0,1,no,1
27817,37818,F,NY,11787,117,55,15,79,293,372,7,1,1,2,1,0,2,0,no,1
27818,37819,F,NJ,7028,702,33,7,136,153,289,12,3,2,2,1,0,1,3,no,1
27819,37820,F,ME,4240,424,1,1,15,245,260,1,1,0,0,0,0,0,0,no,1
27820,37821,F,PA,19033,190,43,9,96,157,253,9,3,0,3,2,0,1,0,no,1
27821,37822,F,MD,21209,212,7,7,15,263,278,1,0,0,1,0,0,0,0,no,1
27822,37823,F,NJ,7003,700,9,9,15,236,251,1,0,0,1,0,0,0,0,no,0
27823,37824,F,MA,1001,100,7,1,25,202,227,2,1,0,1,0,0,0,0,no,1
27824,37825,M,NY,10605,106,25,21,29,225,254,2,0,1,0,0,0,0,1,no,1
27825,37826,F,CT,6611,661,1,1,15,185,200,1,0,0,0,0,0,0,1,no,1
27826,37827,M,NY,10308,103,13,13,15,34,49,1,0,0,1,0,0,0,0,no,0
27827,37828,M,MD,21222,212,29,27,29,226,255,2,1,0,0,0,0,0,1,no,0
27828,37829,F,CT,6061,606,19,13,25,162,187,2,0,1,1,0,0,0,0,no,1
27829,37830,F,CT,6516,651,27,21,29,83,112,2,1,0,0,0,0,0,1,yes,1
27830,37831,F,MA,1240,124,17,9,26,13,39,2,0,0,0,2,0,0,0,no,0
27831,37832,M,MD,21037,210,3,3,15,11,26,1,0,0,0,0,0,0,1,no,1
27832,37833,F,MD,20877,208,7,7,15,126,141,1,0,1,0,0,0,0,0,no,1
27833,37834,F,PA,17013,170,21,5,46,106,152,4,1,0,1,0,0,2,0,no,1
27834,37835,M,NJ,7034,703,15,15,15,265,280,1,0,0,0,0,0,0,1,no,1
27835,37836,F,DE,19713,197,11,7,24,209,233,2,1,1,0,0,0,0,0,no,1
27836,37837,F,CT,6418,641,33,33,15,62,77,1,0,1,0,0,0,0,0,no,0
27837,37838,F,NY,14534,145,9,9,15,237,252,1,0,1,0,0,0,0,0,no,1
27838,37839,F,CT,6812,681,69,11,115,282,397,10,1,1,3,1,2,0,2,no,1
27839,37840,F,CT,6232,623,3,3,15,227,242,1,0,0,0,1,0,0,0,no,0
27840,37841,F,NJ,8008,800,25,15,34,227,261,3,1,0,0,2,0,0,0,no,1
27841,37842,F,PA,18015,180,11,9,25,219,244,2,0,0,2,0,0,0,0,no,1
27842,37843,F,MA,2351,235,5,1,25,258,283,2,1,0,1,0,0,0,0,no,0
27843,37844,F,NY,11427,114,41,15,90,126,216,8,2,0,3,0,1,1,1,no,0
27844,37845,F,NY,11787,117,1,1,15,77,92,1,0,0,1,0,0,0,0,no,1
27845,37846,F,MA,1890,189,9,9,15,3,18,1,1,0,0,0,0,0,0,no,1
27846,37847,F,NY,14150,141,87,15,126,248,374,12,3,2,4,1,0,0,2,no,0
27847,37848,F,PA,19015,190,7,3,28,288,316,2,0,0,0,1,0,1,0,no,1
27848,37849,F,MA,1760,176,25,17,23,62,85,2,2,0,0,0,0,0,0,no,1
27849,37850,F,MD,21227,212,43,27,33,168,201,3,1,0,2,0,0,0,0,no,1
27850,37851,F,MD,21214,212,25,25,15,151,166,1,0,0,0,0,0,0,1,no,0
27851,37852,F,NY,11361,113,1,1,15,283,298,1,0,0,0,0,1,0,0,no,1
27852,37853,F,NY,11209,112,13,13,15,73,88,1,0,0,1,0,0,0,0,no,1
27853,37854,F,MA,1952,195,33,29,29,14,43,2,1,0,0,0,0,0,1,no,0
27854,37855,F,NJ,7726,772,7,5,25,217,242,2,0,0,2,0,0,0,0,no,1
27855,37856,F,NJ,8867,886,21,21,15,225,240,1,0,0,0,1,0,0,0,no,1
27856,37857,F,PA,18106,181,7,5,27,34,61,2,0,1,0,0,1,0,0,no,0
27857,37858,F,NY,11364,113,13,13,15,223,238,1,0,0,1,0,0,0,0,no,0
27858,37859,F,NJ,8750,875,29,13,56,28,84,5,1,1,2,0,0,0,1,no,1
27859,37860,F,NY,11222,112,49,9,126,189,315,11,2,0,7,0,1,1,0,no,0
27860,37861,F,NJ,7675,767,59,13,130,68,198,12,3,2,2,1,2,2,0,no,0
27861,37862,F,NJ,7066,706,9,9,15,56,71,1,0,0,0,0,0,1,0,no,1
27862,37863,F,PA,17603,176,11,11,15,86,101,1,0,0,0,0,0,1,0,yes,1
27863,37864,F,NJ,7746,774,11,11,15,28,43,1,0,0,0,0,1,0,0,no,1
27864,37865,F,NY,11754,117,5,5,15,227,242,1,1,0,0,0,0,0,0,no,0
27865,37866,F,CT,6071,607,15,15,15,281,296,1,0,0,1,0,0,0,0,no,0
27866,37867,F,NJ,7008,700,19,19,15,58,73,1,0,0,0,0,0,0,1,no,1
27867,37868,F,NJ,7093,709,3,3,15,68,83,1,0,0,0,1,0,0,0,no,0
27868,37869,M,VT,5251,525,31,5,75,239,314,6,0,1,1,1,1,1,1,yes,1
27869,37870,F,DE,19808,198,19,19,15,34,49,1,1,0,0,0,0,0,0,no,1
27870,37871,M,MA,2720,272,21,7,46,55,101,4,0,1,2,0,1,0,0,no,0
27871,37872,F,MA,2324,232,53,31,73,152,225,7,2,2,2,0,1,0,0,no,1
27872,37873,F,MA,1905,190,21,15,29,207,236,2,0,1,0,0,0,0,1,no,1
27873,37874,M,MD,21218,212,9,5,29,139,168,2,0,0,0,0,1,0,1,yes,1
27874,37875,F,PA,19020,190,11,11,15,253,268,1,0,0,0,0,0,0,1,no,1
27875,37876,M,NY,11520,115,39,13,126,335,461,11,1,2,2,2,1,2,1,no,1
27876,37877,F,NY,12550,125,43,13,124,70,194,11,3,1,3,0,0,2,2,no,1
27877,37878,M,PA,15101,151,9,9,15,283,298,1,0,0,1,0,0,0,0,no,1
27878,37879,M,NJ,7045,704,45,21,59,283,342,5,0,1,1,2,0,0,1,no,0
27879,37880,F,NY,12545,125,47,13,104,259,363,9,3,0,2,0,1,1,2,yes,1
27880,37881,M,MA,2174,217,15,15,15,3,18,1,1,0,0,0,0,0,0,no,1
27881,37882,M,RI,2864,286,63,17,92,38,130,8,2,0,2,2,0,1,1,no,0
27882,37883,F,NY,10128,101,21,19,28,296,324,2,1,0,0,0,0,1,0,no,0
27883,37884,M,NJ,7013,701,7,7,15,188,203,1,0,0,0,0,0,1,0,no,1
27884,37885,F,MA,1056,105,29,27,27,267,294,2,0,1,0,0,1,0,0,no,1
27885,37886,F,DE,19966,199,63,15,103,164,267,9,1,1,2,2,1,1,1,no,0
27886,37887,M,NY,11566,115,15,15,15,96,111,1,0,0,1,0,0,0,0,no,0
27887,37888,F,NJ,7712,771,29,29,15,84,99,1,0,0,0,0,0,1,0,no,0
27888,37889,F,NY,11746,117,11,7,28,274,302,2,0,0,0,1,0,1,0,no,1
27889,37890,F,NY,10901,109,23,23,15,232,247,1,0,0,0,0,1,0,0,no,1
27890,37891,F,PA,19103,191,13,13,15,248,263,1,1,0,0,0,0,0,0,no,0
27891,37892,F,NY,11209,112,9,9,15,224,239,1,0,0,1,0,0,0,0,no,1
27892,37893,M,MA,1503,150,31,9,57,217,274,5,1,0,1,1,0,2,0,yes,0
27893,37894,F,NY,11705,117,25,3,116,90,206,10,2,0,3,1,0,2,2,yes,1
27894,37895,M,NJ,8093,809,43,5,136,329,465,12,2,1,4,2,1,1,1,no,1
27895,37896,M,PA,19096,190,53,29,125,93,218,11,5,0,2,1,0,2,1,no,1
27896,37897,F,NY,11420,114,19,15,28,243,271,2,1,0,0,0,0,1,0,no,1
27897,37898,M,NJ,8820,882,47,33,70,33,103,6,1,0,1,1,2,0,1,no,1
27898,37899,M,PA,19064,190,11,5,28,179,207,2,0,0,0,0,1,1,0,no,0
27899,37900,F,NY,10583,105,11,11,15,54,69,1,0,0,1,0,0,0,0,no,1
27900,37901,M,NJ,7662,766,39,1,111,87,198,9,1,0,1,4,0,1,2,no,1
27901,37902,F,PA,19111,191,3,3,15,291,306,1,0,0,1,0,0,0,0,no,1
27902,37903,F,PA,16508,165,11,11,15,200,215,1,0,0,1,0,0,0,0,no,1
27903,37904,F,CT,6880,688,61,31,78,241,319,7,2,1,1,2,0,0,1,no,1
27904,37905,F,NJ,7422,742,5,5,15,216,231,1,0,0,0,0,0,0,1,no,1
27905,37906,F,MD,21228,212,21,21,15,286,301,1,0,0,1,0,0,0,0,no,1
27906,37907,F,NY,11206,112,3,3,15,48,63,1,0,0,0,0,0,0,1,yes,1
27907,37908,M,MA,1923,192,7,7,15,257,272,1,0,0,1,0,0,0,0,no,1
27908,37909,F,PA,18505,185,7,7,15,269,284,1,0,0,1,0,0,0,0,no,1
27909,37910,M,NH,3226,322,17,13,29,209,238,2,1,0,0,0,0,0,1,no,1
27910,37911,F,NY,11372,113,11,11,15,230,245,1,0,0,0,0,0,0,1,no,1
27911,37912,M,NJ,7024,702,3,3,15,46,61,1,0,0,0,1,0,0,0,no,0
27912,37913,M,NY,11530,115,53,7,96,200,296,9,2,1,2,3,0,0,1,yes,0
27913,37914,M,NJ,8007,800,53,9,97,72,169,9,3,2,2,0,0,0,2,no,0
27914,37915,F,PA,18346,183,19,19,15,210,225,1,0,0,1,0,0,0,0,no,1
27915,37916,M,MA,1930,193,33,15,54,239,293,4,0,0,0,2,0,0,2,no,0
27916,37917,F,NY,11214,112,55,15,109,101,210,10,2,1,4,1,0,0,2,no,1
27917,37918,F,MA,1085,108,11,11,15,298,313,1,0,0,0,0,1,0,0,no,1
27918,37919,M,MD,20903,209,37,23,49,256,305,4,1,0,0,1,1,0,1,no,1
27919,37920,M,PA,19001,190,15,11,28,155,183,2,0,1,0,0,0,1,0,no,1
27920,37921,F,NY,10473,104,11,11,15,155,170,1,0,0,0,0,1,0,0,no,0
27921,37922,M,NY,14580,145,31,7,72,108,180,6,2,1,0,0,0,2,1,yes,1
27922,37923,M,NY,10705,107,11,11,15,93,108,1,0,0,1,0,0,0,0,no,1
27923,37924,M,NJ,8879,887,25,9,58,144,202,4,0,1,0,0,0,0,3,yes,0
27924,37925,F,NY,10952,109,9,9,15,232,247,1,0,0,1,0,0,0,0,no,1
27925,37926,F,NJ,8820,882,25,25,15,49,64,1,0,0,0,0,1,0,0,no,1
27926,37927,F,NJ,8753,875,55,31,128,197,325,11,3,0,2,0,3,1,2,no,1
27927,37928,M,NY,11572,115,39,7,86,277,363,8,3,1,1,2,0,0,1,no,1
27928,37929,F,CT,6611,661,5,5,15,201,216,1,0,0,0,0,1,0,0,no,0
27929,37930,M,PA,19152,191,11,5,29,196,225,2,0,0,0,0,0,1,1,yes,1
27930,37931,F,PA,19144,191,9,9,15,233,248,1,0,0,1,0,0,0,0,no,1
27931,37932,F,NY,13033,130,5,5,15,231,246,1,0,1,0,0,0,0,0,no,0
27932,37933,F,NY,11379,113,15,15,15,204,219,1,0,0,0,0,0,0,1,yes,1
27933,37934,F,NY,11001,110,1,1,15,37,52,1,0,0,1,0,0,0,0,no,1
27934,37935,F,PA,19018,190,9,9,15,5,20,1,1,0,0,0,0,0,0,no,1
27935,37936,F,MA,2563,256,15,13,28,140,168,2,0,0,0,1,0,1,0,no,0
27936,37937,F,NJ,8889,888,17,15,29,195,224,2,0,0,0,0,0,1,1,no,1
27937,37938,F,MA,2653,265,41,9,95,310,405,8,2,0,2,0,2,0,2,no,1
27938,37939,F,NY,11417,114,17,5,32,124,156,3,1,1,0,1,0,0,0,no,1
27939,37940,F,NJ,7850,785,15,15,15,124,139,1,0,0,0,1,0,0,0,no,0
27940,37941,F,NY,11004,110,7,7,15,218,233,1,0,0,1,0,0,0,0,no,1
27941,37942,M,MD,21215,212,25,21,27,233,260,2,1,0,0,0,1,0,0,no,0
27942,37943,M,MA,1701,170,59,15,100,74,174,9,3,1,1,3,0,1,0,no,0
27943,37944,M,PA,15301,153,13,5,29,83,112,2,0,1,0,0,0,0,1,no,1
27944,37945,F,NJ,7512,751,15,15,15,111,126,1,0,0,0,0,1,0,0,no,1
27945,37946,F,CT,6804,680,13,7,25,142,167,2,0,0,2,0,0,0,0,no,1
27946,37947,F,NJ,8054,805,7,7,15,227,242,1,0,0,0,1,0,0,0,no,1
27947,37948,F,NY,10710,107,11,11,15,130,145,1,0,0,1,0,0,0,0,no,0
27948,37949,F,DE,19707,197,27,7,116,130,246,10,1,1,2,1,1,1,3,yes,1
27949,37950,F,NY,11801,118,17,13,25,15,40,2,0,0,2,0,0,0,0,no,1
27950,37951,F,MA,2360,236,11,5,23,211,234,2,2,0,0,0,0,0,0,no,0
27951,37952,F,NJ,7874,787,17,13,25,82,107,2,1,0,1,0,0,0,0,no,1
27952,37953,M,NY,11358,113,43,13,103,54,157,9,3,1,1,0,1,3,0,yes,1
27953,37954,M,NJ,7880,788,33,11,50,303,353,4,1,0,0,0,0,2,1,yes,0
27954,37955,F,PA,19406,194,59,25,132,326,458,12,2,3,4,1,0,1,1,no,0
27955,37956,F,NY,12850,128,17,9,25,9,34,2,1,0,1,0,0,0,0,no,1
27956,37957,F,PA,19115,191,7,1,29,35,64,2,0,0,0,1,0,0,1,no,0
27957,37958,M,NJ,8807,880,23,5,52,192,244,5,3,1,0,0,1,0,0,no,1
27958,37959,M,PA,15904,159,33,13,44,132,176,4,2,0,1,1,0,0,0,no,1
27959,37960,F,ME,4102,410,9,9,15,211,226,1,0,0,0,0,1,0,0,no,0
27960,37961,M,NJ,7208,720,43,7,74,201,275,6,0,1,2,0,1,0,2,no,1
27961,37962,F,NY,13206,132,49,13,113,262,375,10,1,0,6,1,2,0,0,no,1
27962,37963,M,NY,10039,100,67,9,121,146,267,10,1,0,2,2,1,2,2,no,1
27963,37964,M,NJ,7093,709,29,9,62,136,198,5,2,0,0,1,0,0,2,no,0
27964,37965,F,NJ,7822,782,5,3,28,295,323,2,0,0,0,0,0,2,0,no,1
27965,37966,F,NJ,7666,766,47,9,74,234,308,7,1,1,2,3,0,0,0,no,1
27966,37967,F,NY,11375,113,7,7,15,294,309,1,0,0,0,1,0,0,0,no,1
27967,37968,F,PA,19151,191,21,17,28,26,54,2,0,0,1,0,0,1,0,no,1
27968,37969,M,DE,19808,198,51,15,115,248,363,10,3,1,1,1,0,2,2,yes,1
27969,37970,F,NY,11756,117,35,33,28,203,231,2,0,0,0,0,0,2,0,no,0
27970,37971,F,NY,11208,112,9,1,26,137,163,2,0,0,1,1,0,0,0,no,1
27971,37972,F,CT,6902,690,9,9,15,110,125,1,0,0,1,0,0,0,0,no,1
27972,37973,F,NY,11234,112,13,13,15,204,219,1,0,0,0,0,0,0,1,no,1
27973,37974,F,RI,2871,287,29,29,15,137,152,1,0,1,0,0,0,0,0,no,1
27974,37975,M,MD,21212,212,57,9,141,255,396,12,2,0,3,3,1,1,2,no,1
27975,37976,M,PA,19609,196,19,15,24,51,75,2,1,1,0,0,0,0,0,no,1
27976,37977,F,NY,10302,103,13,13,15,154,169,1,0,0,0,1,0,0,0,no,1
27977,37978,F,NY,10128,101,21,5,35,300,335,3,1,0,0,0,2,0,0,no,1
27978,37979,F,NY,12078,120,17,9,29,135,164,2,1,0,0,0,0,0,1,no,1
27979,37980,F,NY,10016,100,75,7,131,62,193,12,4,2,1,1,1,1,2,no,1
27980,37981,F,NY,10021,100,21,1,116,324,440,10,5,0,1,0,2,0,2,no,1
27981,37982,M,NJ,8540,854,3,3,15,267,282,1,0,0,0,0,0,0,1,no,1
27982,37983,F,MA,1060,106,3,3,15,296,311,1,0,0,0,0,0,0,1,no,1
27983,37984,F,PA,19085,190,37,33,27,5,32,2,0,0,0,0,2,0,0,no,1
27984,37985,F,MA,2401,240,23,15,28,150,178,2,0,0,1,0,0,1,0,no,0
27985,37986,F,MD,20901,209,21,15,37,210,247,3,1,0,0,0,0,1,1,no,0
27986,37987,F,NJ,8701,870,29,29,15,277,292,1,1,0,0,0,0,0,0,no,1
27987,37988,M,NY,10312,103,17,11,26,275,301,2,0,0,1,1,0,0,0,no,1
27988,37989,M,VT,5075,507,33,33,15,180,195,1,0,0,0,0,0,1,0,no,1
27989,37990,F,NY,11554,115,9,9,15,119,134,1,0,1,0,0,0,0,0,no,0
27990,37991,F,NY,10523,105,15,15,15,100,115,1,1,0,0,0,0,0,0,no,1
27991,37992,M,PA,18969,189,51,9,112,331,443,10,1,1,3,2,1,2,0,no,0
27992,37993,F,NJ,8540,854,17,11,28,281,309,2,0,1,0,0,0,1,0,yes,1
27993,37994,F,PA,17403,174,21,21,15,171,186,1,0,0,1,0,0,0,0,no,0
27994,37995,F,NY,10463,104,25,17,25,36,61,2,1,0,1,0,0,0,0,no,0
27995,37996,F,NY,11105,111,31,27,26,146,172,2,1,0,0,1,0,0,0,no,0
27996,37997,F,NY,14207,142,27,11,34,268,302,3,1,0,0,2,0,0,0,no,1
27997,37998,M,ME,4681,468,23,23,15,263,278,1,0,0,0,1,0,0,0,no,0
27998,37999,M,CT,6444,644,25,3,71,104,175,6,2,0,0,2,1,0,1,no,1
27999,38000,M,MA,2322,232,29,23,25,123,148,2,1,0,1,0,0,0,0,no,1
28000,38001,F,MD,21074,210,35,35,15,240,255,1,1,0,0,0,0,0,0,no,0
